Model Details
Model: MooneyRivlin, Initial Guess: 1,1, Bounds: [u, n], RMSE: 0.082, BIC: -2011.927

Predictions
Note2: test

Note: link

x,y_original,MooneyRivlin_ypred
2.03589,23.81245275,23.78299759847099
2.03886,23.97378783,23.945290246762625
2.04181,24.13833217,24.10751052226463
2.04476,24.29985649,24.270754068138995
2.04769,24.46736869,24.433909922908306
2.05062,24.63198226,24.598087515192486
2.05354,24.80054669,24.762727430076172
2.05645,24.9651039,24.92782530208446
2.059353333,25.13075006,25.093567570412905
2.06225,25.29848905,25.2599533567164
2.065136667,25.46595606,25.426788412113975
2.06801,25.63608657,25.593873705910244
2.07088,25.80500768,25.761787963450526
2.07374,25.97091398,25.930140020412516
2.0766,26.14177368,26.09951919141638
2.07944,26.31225821,26.268736241162436
2.08228,26.48484666,26.43897803499767
2.08511,26.65566428,26.609645688594817
2.08793,26.82709976,26.780734294916975
2.09074,27.00185862,26.952238893064372
2.09355,27.17287944,27.124770286653963
2.09634,27.34618293,27.29709543038001
2.09913,27.52014672,27.47044452737439
2.10191,27.69337115,27.644196607528706
2.10469,27.87068286,27.8189770217235
2.107453333,28.04534903,27.99373450392689
2.11021,28.22510932,28.16909438109935
2.11296,28.39828422,28.34505495942483
2.11571,28.57348421,28.52204491171543
2.11844,28.75096183,28.69877159189403
2.12117,28.92903423,28.876524215468486
2.12389,29.10958858,29.054651775769333
2.12661,29.28896249,29.233809244814893
2.12931,29.46510786,29.412673650179293
2.13201,29.64682175,29.5925642361771
2.1347,29.82887925,29.772814715488536
2.13739,30.01125565,29.95409512725257
2.14007,30.19207955,30.1357314973027
2.14274,30.37137396,30.317717959962632
2.1454,30.55467255,30.500048596525033
2.14806,30.73701331,30.68340869395085
2.1507,30.92255697,30.866413583640725
2.15335,31.10555869,31.05114264525051
2.15598,31.29132579,31.235504331412795
2.15861,31.47653962,31.420894485583528
2.16123,31.66416079,31.606607872014763
2.16385,31.84710081,31.79335297787153
2.16645,32.03343312,31.979697969331408
2.16905,32.21910423,32.167069931542336
2.17165,32.40738797,32.355474358217336
2.174233333,32.5959013,32.543699055996065
2.17682,32.78607457,32.733198838189765
2.17939,32.9753201,32.92250589067721
2.18196,33.16058036,33.11284334777022
2.18452,33.35388457,33.30346999826747
2.18707,33.5425834,33.49437917715265
2.18962,33.73637591,33.686318892479505
2.19216,33.92474993,33.878535750279
2.1947,34.11412696,34.07178580698285
2.197223333,34.30811511,34.26479617588815
2.19975,34.50259805,34.459093934916744
2.20226,34.69689519,34.653138173702516
2.20477,34.89067777,34.84821246173747
2.207276667,35.08065253,35.044061012536545
2.20977,35.2794987,35.23989742268879
2.21226,35.47646613,35.43650215892363
2.21475,35.67015621,35.634141589350385
2.217226667,35.86442666,35.831754376742
2.2197,36.05894686,36.030133171794226
2.22216,36.25931579,36.228470764865435
2.22462,36.45856491,36.42783896971556
2.22708,36.65701392,36.62824299462573
2.22953,36.85645576,36.828867077008404
2.23197,37.05315904,37.02970373742769
2.2344,37.25313033,37.23074544689022
2.23683,37.45072227,37.43281832286377
2.23926,37.65408552,37.635927511193785
2.24168,37.85305415,37.83923591565252
2.24409,38.05173646,38.042735832371804
2.2465,38.25903099,38.24727034411835
2.2489,38.46074554,38.45198940977376
2.25129,38.66389991,38.65688518924455
2.25368,38.86882527,38.86281357745024
2.25607,39.06720902,39.069779640351705
2.25844,39.27580181,39.27604346822865
2.26082,39.4800362,39.48421451906104
2.26318,39.68728137,39.69166725723156
2.26554,39.8925778,39.900151655399895
2.2679,40.0933877,40.10967270978477
2.27025,40.30392087,40.31934102090124
2.27259,40.50849624,40.52914835177398
2.27493,40.72101394,40.739989656567786
2.27727,40.92754026,40.95186989907796
2.2796,41.13079187,41.16388190615723
2.28192,41.34034897,41.37601726658809
2.28424,41.55089108,41.589188594681076
2.28655,41.75799526,41.80247525086547
2.288853333,41.96743148,42.01617867380012
2.29116,42.1766994,42.231229403485344
2.29345,42.39081355,42.44575861155342
2.29574,42.59918589,42.66132126235013
2.29803,42.80678384,42.87792220853141
2.30031,43.00558198,43.0946136395015
2.30259,43.33458067,43.312343984150544
2.30486,43.55160771,43.530156277117044
2.30712,43.76717373,43.74804162782157
2.30938,43.97675404,43.96696206255644
2.31163,44.19364289,44.18594680316816
2.313885,44.40619945,44.40645708442052
2.31613,44.61732595,44.62702741023442
2.31837,44.83561247,44.848143394150924
2.3206,45.04788766,45.069305797008326
2.32283,45.24927732,45.29150415107685
