Model Details
Model: NeoHookean, Initial Guess: 1, Bounds: unbounded, RMSE: 1.114, BIC: 72.634

Predictions
Note2: test2note2

Note: tenq

x,y_original,NeoHookean_ypred
1.45756,7.330398945,8.811159975763763
1.462833333,7.426639655,8.906366071369447
1.46808,7.527066896,9.002083169234469
1.47331,7.626530328,9.098491861144351
1.4785,7.725954115,9.19515626422303
1.48367,7.827428963,9.2924420261736
1.48881,7.9293866,9.390156851794664
1.493923333,8.030751729,9.488357920841263
1.49901,8.135854314,9.587039900661173
1.50408,8.239410844,9.686394235737048
1.509113333,8.343662876,9.786023380700579
1.51413,8.449536594,9.886317499267776
1.51912,8.556104806,9.987073758650089
1.52408,8.662304084,10.088217858871447
1.52902,8.770050105,10.189948591817322
1.53393,8.879710207,10.292054762910356
1.53882,8.987586353,10.394738947810183
1.54369,9.098660259,10.497998701016302
1.54853,9.209236001,10.601616363615301
1.55335,9.320347556,10.705800276454875
1.55814,9.432296262,10.810328410336194
1.56292,9.545251986,10.915634338504306
1.56767,9.658262511,11.021274466107695
1.5724,9.77300993,11.127464967592001
1.5771,9.887911795,11.233974977915238
1.58179,10.00392892,11.341254439961162
1.58645,10.11953108,11.448842465427678
1.59109,10.23814192,11.556963221165205
1.59571,10.35789064,11.665613096705053
1.600303333,10.47478512,11.77462942655241
1.60488,10.59630536,11.884244669436896
1.60944,10.71567109,11.994457062735068
1.61397,10.83521009,12.104938144334707
1.61849,10.95819205,12.216171576046644
1.62298,11.0814233,12.327660944415916
1.62746,11.20362349,12.439898548021427
1.63191,11.32805743,12.552378895844003
1.636346667,11.45400501,12.665517633382606
1.64076,11.578602,12.779056221398811
1.64516,11.70393801,12.893248361178665
1.64953,11.83309073,13.007655535111494
1.65389,11.95888473,13.122796428623802
1.65823,12.08805811,13.238405367219125
1.66255,12.2191064,13.35447723754537
1.66685,12.34771191,13.471006824930098
1.67113,12.47891382,13.5879888133513
1.6754,12.60990143,13.70569461320112
1.67964,12.74223051,13.823567396142879
1.68387,12.87492793,13.942157566857711
1.68808,13.00881704,14.061182602516867
1.69227,13.14299326,14.180636706403476
1.69645,13.27630978,14.300802653450079
1.70061,13.41216945,14.421390566247767
1.70475,13.54916597,14.542394368782395
1.70887,13.68755381,14.663807883338382
1.71298,13.82487684,14.7859231625881
1.71707,13.96432692,14.908440367267024
1.72114,14.10303125,15.03135303945463
1.7252,14.2439583,15.15496030058302
1.72924,14.38479403,15.278954741952896
1.73326,14.52532851,15.403329624917186
1.73727,14.66767838,15.528391227935183
1.74126,14.81124658,15.653824482447844
1.74524,14.95454033,15.779940497973163
1.7492,15.10056077,15.906419057784259
1.753143333,15.24523906,16.033360678152633
1.75707,15.39107716,16.16076062714223
1.76099,15.53679934,16.288942293233266
1.76489,15.68539776,16.417467326102308
1.76877,15.83246779,16.546328165720894
1.77264,15.98198432,16.67585313037483
1.77649,16.13168294,16.805703649534117
1.78033,16.28259128,16.936213049692444
1.78415,16.43347769,17.067037431488455
1.78796,16.58582167,17.19851516884023
1.79176,16.73916871,17.3306460215704
1.79554,16.89074687,17.463078033827568
1.79931,17.04562507,17.596157244144052
1.80306,17.20149156,17.729526262672366
1.8068,17.35633196,17.86353627772863
1.81052,17.51288891,17.99782442750109
1.81423,17.6706944,18.132747087431504
1.81793,17.82752639,18.26830360475184
1.82161,17.98491262,18.404122850097444
1.82528,18.14464116,18.540569068871076
1.82894,18.30364395,18.677641439603107
1.83258,18.4637537,18.81496047228638
1.83621,18.62464681,18.95289837322895
1.83983,18.78549609,19.09145415065316
1.84343,18.94503959,19.230239862961067
1.84702,19.10693631,19.369635766603885
1.8506,19.26827533,19.509640698073863
1.85416,19.43421808,19.649858175489566
1.85772,19.59782272,19.791074674265
1.86126,19.76536273,19.932495515538843
1.86478,19.93209484,20.07411085578769
1.8683,20.09822191,20.21672389049988
1.8718,20.2669012,20.359522816373648
1.87529,20.43560347,20.502909810670157
1.87877,20.60558979,20.64688326987453
1.88224,20.7779155,20.791441543683433
1.88569,20.94686996,20.93616200595131
1.88913,21.1186373,21.081458035852645
1.89256,21.2918482,21.22732780683651
1.89598,21.4664104,21.373769444965298
1.89939,21.64101385,21.520781028741094
1.90279,21.8109815,21.668360588935617
1.90617,21.98814055,21.81606762590039
1.90954,22.16490443,21.964332632019357
1.9129,22.34318938,22.11315346022313
1.91625,22.51759374,22.262527915243602
1.91959,22.69602538,22.412453753467158
1.92292,22.87688922,22.562928682791732
1.92624,23.05358693,22.71395036248777
1.92954,23.23545377,22.86505699036287
1.93284,23.41737447,23.017161918244128
1.93612,23.59737189,23.169340785761005
1.9394,23.78010941,23.322518968910764
1.94266,23.96456351,23.47575984390766
1.94591,24.14771357,23.629526228387803
1.94915,24.33043007,23.783815406098505
1.95238,24.51505428,23.938624611415314
1.9556,24.70203892,24.093951029244746
1.95881,24.889793,24.249791794931447
1.96201,25.07679618,24.406143994169657
1.9652,25.26496594,24.56300466291899
1.96838,25.44869642,24.72037078732479
1.97155,25.63968459,24.87823930364286
1.97471,25.82946652,25.03660709816874
1.97786,26.01874589,25.195471007171463
1.981,26.21164407,25.354827816832024
1.98413,26.40062988,25.51467426318632
1.98725,26.59086152,25.675007032072866
1.99036,26.78674983,25.835822759085136
1.99346,26.97805529,25.997118029528625
1.99655,27.17051642,26.15888937838273
1.99964,27.36623988,26.321661682562617
2.00271,27.56201659,26.48437783997906
2.00577,27.75901734,26.647559387823897
2.00882,27.95722208,26.81120265941335
2.01187,28.15344184,26.975845389579565
2.0149,28.34831346,27.140404192089466
2.01793,28.5489083,27.305961467129187
2.02095,28.74918467,27.471971921341893
2.02395,28.95181158,27.637876982332468
2.02695,29.15360221,27.804778735328387
2.02994,29.35009447,27.972121829892618
2.03292,29.5549514,28.13990222171209
2.03589,29.75813023,28.308115815766453
2.03886,29.96591737,28.477329896033527
2.04181,30.16640396,28.646400782626802
2.04476,30.3693106,28.816470492203884
2.04769,30.57690553,28.986381717223086
2.05062,30.78480671,29.15728993309888
2.05354,30.9903905,29.328612564678235
2.05645,31.19632897,29.50034518735467
2.05935,31.40302247,29.672483325815385
2.06225,31.61771312,29.845621205671133
2.06514,31.82652077,30.01916241773346
2.06801,32.03700457,30.192496668291717
2.07088,32.24566698,30.36682720296734
2.07374,32.46024503,30.541547100118226
2.0766,32.67250378,30.717267762545614
2.07944,32.88465699,30.89275557298311
2.08228,33.09524212,31.06924152337871
2.08511,33.30995354,31.246104571691056
2.08793,33.52255763,31.42333978329855
2.09074,33.540926,31.600942173075016
