Model Details
Model: NeoHookean, Initial Guess: 1, Bounds: unbounded, RMSE: 2.665, BIC: 1426.075
Model: MooneyRivlin, Initial Guess: 1,1, Bounds: unbounded, RMSE: 0.811, BIC: -289.864

Predictions
Note: tested1

x,y_original,NeoHookean_ypred,MooneyRivlin_ypred
0.043623333,9.27762e-05,0.019829945052566127,-0.0596672022687451
0.065736667,0.003803717,0.030241676296092975,-0.08943172409073849
0.08695,0.007434506,0.04047633832032507,-0.11767879252891959
0.107616667,0.008714555,0.050693562086858594,-0.14490778289756923
0.12783,0.01053371,0.060935277162321326,-0.17125999155591023
0.147633333,0.012892908,0.07122075178279119,-0.19680665282406845
0.16705,0.015443511,0.08155982568046201,-0.22159063609178437
0.1861,0.017163792,0.09196093474367124,-0.24564885395706965
0.204793333,0.019563585,0.10242719567526212,-0.26900429573813667
0.223146667,0.02124462,0.11296545610775952,-0.2916872616358883
0.241163333,0.023903244,0.12357490278248116,-0.31371065674045434
0.25886,0.026082087,0.13426242610645386,-0.3351030127923794
0.27625,0.028314507,0.14503321858483673,-0.3558878136301082
0.29335,0.030864422,0.1558948643718207,-0.37609159752385674
0.310153333,0.032939751,0.1668400724926392,-0.39571280149812516
0.326686667,0.035467936,0.1778831147051716,-0.41478839913231613
0.342946667,0.037579226,0.1890187310780055,-0.43331985419344654
0.358946667,0.04064423,0.20025278765389662,-0.451327453261509
0.37469,0.043069239,0.2115843151149832,-0.4688196976874872
0.3902,0.046036122,0.22302705678719398,-0.48582671927728927
0.405466667,0.048668821,0.23457050943204816,-0.502341517678508
0.4205,0.051679862,0.24621868876067216,-0.5183789408241284
0.43532,0.054262632,0.25798398433661024,-0.5339637640917447
0.449916667,0.05709644,0.2698552461547279,-0.5490887743728834
0.46431,0.060783978,0.28184544817463025,-0.5637778654608523
0.47849,0.063109555,0.29394289717758587,-0.5780238850158865
0.492476667,0.066464761,0.30616124305770087,-0.5918498593148254
0.50627,0.069704044,0.3184973428641277,-0.6052583650414618
0.519876667,0.072851575,0.3309539004124453,-0.6182584280025198
0.5333,0.075700352,0.3435307043524229,-0.6308556635798193
0.546543333,0.079230124,0.35622752096473015,-0.6430556068557269
0.559616667,0.082643713,0.3690507173143075,-0.6548696789020003
0.57252,0.086571466,0.3819971114233354,-0.6662999726905756
0.58526,0.090043211,0.395070157542723,-0.6773544624889858
0.597836667,0.09294462,0.40826657143919826,-0.6880351909773954
0.61026,0.09703103,0.42159364135698857,-0.6983525720827621
0.62253,0.100826709,0.4350482573675882,-0.7083084057279814
0.63465,0.104843241,0.4486308305994454,-0.7179072586026634
0.64663,0.108607152,0.4623495632022644,-0.7271586826246965
0.65846,0.112526038,0.4761897581270472,-0.7360567499574997
0.67016,0.116661235,0.4901717099685049,-0.7446181551997846
0.68172,0.120669727,0.5042805124425656,-0.7528370885920057
0.69315,0.124680112,0.5185251967678562,-0.7607223247628783
0.70445,0.129184641,0.5329027584957613,-0.768275373967827
0.71562,0.133442637,0.5474099815008764,-0.775497907730375
0.72667,0.138100509,0.562056827614169,-0.7823978964602407
0.7376,0.142766812,0.5768404726990852,-0.788976669370768
