z_b11,z_b12
1,0.0607017543859649
1.01107817067043,0.108771929824561
1.02520522325496,0.232280701754386
1.03107908845327,0.486315789473684
1.03552746465724,0.846666666666667
1.03829916394444,1.18982456140351
1.04090907518015,1.53298245614035
1.0463972643576,1.99298245614035
1.04789046542653,2.36
1.0477539389427,2.4080701754386
1.05281513186541,3.10456140350877
1.05784946743296,3.8080701754386
1.06361560049648,4.46350877192982


# Details:
Description: test
Author: test
